,carat,depth,table,x,y,z,Y22_FaceArea,Y22_Volume,Y22_FaceDiagonal,Y22_XYRatio,Y22_XZRatio,Y22_YZRatio,Y22_XYAbsDiff,Y22_XZAbsDiff,Y22_YZAbsDiff,Y22_XYNormalizedDiff,Y22_XZNormalizedDiff,Y22_YZNormalizedDiff,Y22_XYSymmetryProxy,Y22_MeanXY,Y22_MeanXYZ,Y22_MaxDimension,Y22_MinDimension,Y22_DimensionRange,Y22_DimensionStd,Y22_DimensionCV,Y22_XPerCaratCubeRoot,Y22_YPerCaratCubeRoot,Y22_ZPerCaratCubeRoot,Y22_MeanXYPerCaratCubeRoot,Y22_MeanXYZPerCaratCubeRoot,Y22_CaratPerVolume,Y22_VolumePerCarat,Y22_CaratPerFaceArea,Y22_FaceAreaPerCarat,Y22_CaratPerMeanDimension,Y22_CalculatedDepthPct,Y22_DepthError,Y22_AbsDepthError,Y22_DepthTableRatio,Y22_TableDepthRatio,Y22_DepthToFaceDiagonal,Y22_DepthToFaceArea,Y22_Compactness,Y22_VolumeToMeanCube,Y22_DepthTimesTable,Y22_CaratTimesDepth,Y22_CaratTimesTable,Y22_CaratTimesXYAsymmetry,Y22_VolumeTimesDepth,Y22_FaceAreaTimesDepth
Y22_XPerCaratCubeRoot,-0.11028220439998204,-0.7919100201916792,0.06216020275917055,-0.055329793775957474,-0.06795555406099497,-0.1626938650855247,-0.054066702724679346,-0.08226369276165683,-0.06156184438371335,0.22929016979249786,0.6738828110496466,0.584585495424384,0.023110459646985614,0.11416326843427954,0.08492128918643792,0.03793515762868768,0.8002081761374339,0.695191782987714,-0.03793515762868879,-0.061640026883355827,-0.08570529444938799,-0.06102916598690685,-0.16269211839867107,0.09974388509694809,0.10075149654309458,0.7740610342055861,1.0,0.740234755095746,-0.44340413108322707,0.9263167060720809,0.8330751647015155,-0.5544526379637382,0.6849394556628543,-0.2375017869927323,0.23959878711408197,-0.1355678996631169,-0.7749420754044023,0.06111160690287555,0.0022606127351370675,-0.4042091215422391,0.41131535588850415,-0.7756660801842262,-0.020051143686766224,-0.8136423640531005,-0.7120341820748693,-0.42148543071999345,-0.14585144169986072,-0.10300761373237016,-0.05920271148323687,-0.11805863041791868,-0.10609430801496571
Y22_YPerCaratCubeRoot,-0.20446830277207703,-0.7587923004765614,-0.04337456446628057,-0.16753764630295162,-0.14459714209379515,-0.2511335541924278,-0.14860452824984477,-0.17431645806448814,-0.15634245152675333,-0.4754464086688404,0.5186534714125811,0.6644217932805994,-0.21967578187547096,-0.031092219217029936,0.029930955350378367,-0.18600535568971785,0.6189763342312914,0.7962782452735462,0.1860053556897174,-0.15615966005474968,-0.17893380473118964,-0.1588860491062343,-0.2511330957329026,-0.009348839024868204,-0.003982726836508684,0.7136295518997493,0.740234755095746,1.0,-0.3604398029532848,0.9389962604040208,0.8829010329198694,-0.633869820202728,0.7509852040008643,-0.33450662973411166,0.32957431489592387,-0.23139997485536246,-0.7339973418598645,0.030893212010183076,-0.01976871586149911,-0.310879934730053,0.3126784789458916,-0.7326685292521404,0.07541437505635602,-0.8844337532308272,-0.6551733437558136,-0.5052473804749115,-0.23821069429734298,-0.20250961025894507,-0.299635201267433,-0.2082813654866615,-0.19804290721823112
Y22_ZPerCaratCubeRoot,-0.09389608850590163,0.7857112465303996,-0.4394723150766568,-0.13433559326442512,-0.13240662008448004,-0.0184137071608111,-0.13219269930942887,-0.08860155521925885,-0.13343355069098115,-0.06134193468298243,-0.8524279142737387,-0.8250544646904384,-0.025745091965997478,-0.31014376778362535,-0.308062057625235,0.008449277894901713,-0.8869158324923678,-0.8458356760401822,-0.008449277894900535,-0.13341809521183845,-0.10635549766896452,-0.13324081326256607,-0.01848663857535812,-0.30757985066915844,-0.3092495948535766,-0.8796906694539203,-0.44340413108322707,-0.3604398029532848,1.0,-0.42878502976961413,-0.042648102238691414,-0.2880345133907215,0.2369454986135981,-0.03891826775148573,0.053862773910817105,-0.09539355668493593,0.8781550888878493,-0.4147492608256878,-0.1306333571545021,0.6916269015732898,-0.6935946824767847,0.8784771938742644,0.23609818944420377,0.055254828382136606,0.8754436613474766,0.04102071691523251,-0.059330939940251765,-0.12117411801360192,-0.06009817373205606,-0.05392343943671495,-0.08169557322361574
Y22_MeanXYPerCaratCubeRoot,-0.17098518144092986,-0.830270743161229,0.007492261919073333,-0.1221814660646917,-0.11578538849578789,-0.22394393527154324,-0.11092631594200576,-0.13975745981341203,-0.11909620687517408,-0.1491239331735542,0.6353360205090057,0.6713378951945695,-0.11127205287603778,0.040975787143294966,0.06021150369036108,-0.08482176848494101,0.7561706177815752,0.801801315895684,0.08482176848494015,-0.11903377376186379,-0.14410524474761177,-0.12024901216254819,-0.22394278489185382,0.04578357023577381,0.04930585829196357,0.795833798624964,0.9263167060720809,0.9389962604040208,-0.42878502976961413,1.0,0.9208714605849735,-0.6388044102324263,0.7711772919906521,-0.30892805017611125,0.3072369436255157,-0.19901058069697639,-0.8076974265664797,0.048571297995057564,-0.009920886440834413,-0.3809650294804543,0.3856078928748286,-0.8073231869339219,0.03200112515924671,-0.9117898224480006,-0.7313495931245757,-0.4987148336196372,-0.2080872737585218,-0.16616646053549516,-0.19818252001783862,-0.1770996901603903,-0.16524251588999792
Y22_MeanXYZPerCaratCubeRoot,-0.22961592901896863,-0.5791334665770719,-0.18136907673192335,-0.19309492933165945,-0.18518896517013178,-0.25560924374412575,-0.1797229299166765,-0.19279588444710816,-0.18929361960941868,-0.1913904742164017,0.33476071530376394,0.3863887500296427,-0.1341676754700514,-0.08852725930360614,-0.06635584191646261,-0.09015930288087642,0.4535101071068284,0.5217019426270708,0.09015930288087624,-0.18921790410831174,-0.20526589967781333,-0.19048534727444807,-0.2556394451740826,-0.08210380167597893,-0.07892903358979353,0.5004922119072441,0.8330751647015155,0.8829010329198694,-0.042648102238691414,0.9208714605849735,1.0,-0.8307645698258175,0.9551100887437486,-0.3584431562484749,0.3630222594348767,-0.26125585111541383,-0.5142750486773148,-0.12526991872098986,-0.06734665251877811,-0.12284211410230794,0.12712752424206197,-0.513722166899226,0.13727899451035652,-0.9845160373819616,-0.43101101396171193,-0.5338332819103653,-0.2557310237348163,-0.23605870779242377,-0.2451083164767251,-0.21912780006911928,-0.21799988452681016
Y22_CaratPerVolume,0.21159372584718625,0.3018725648138152,0.2482604806045231,0.1918246554074847,0.18346263831321222,0.20492357995311133,0.17926449688953772,0.17462622655266993,0.18789589014539226,0.21033838084310577,0.1690604081596493,0.10951764265034053,0.19030104236080903,0.16441611673951162,0.142362446134456,0.15198882880510206,-0.060785014626139104,-0.140585741690312,-0.1519888288051025,0.18771993692966332,0.19209971979582688,0.18985728100025107,0.20494894008602646,0.1596071287905261,0.15691690523232696,-0.11026905246956949,-0.5544526379637382,-0.633869820202728,-0.2880345133907215,-0.6388044102324263,-0.8307645698258175,1.0,-0.8660700736602772,0.30598059748994727,-0.306637517375375,0.24005498607997647,0.15152462937014788,0.4429438479686719,0.43721869599632396,-0.05319773441701859,0.05121944795747995,0.14996382204347536,-0.17532299229804782,0.8680818166668911,-0.03865326496672122,0.43147012000008583,0.22543315054461557,0.22294007205242433,0.2774421833614295,0.18868732948271857,0.19952390627895672
Y22_VolumePerCarat,-0.23950906221656826,-0.34010076073000606,-0.2813470201445204,-0.21509260082922657,-0.20727240034652852,-0.24350429769961898,-0.20221618547978434,-0.20324821929409842,-0.21132167231126064,-0.19153201188005128,0.09171557402869553,0.14643222310051182,-0.12125236100507504,-0.16289541476016467,-0.14180525929096413,-0.0699397598933609,0.1940215384926401,0.2678015359597293,0.06993975989336144,-0.21126549347092097,-0.21924873715155702,-0.2122391062633317,-0.24354936075883524,-0.15589384640849055,-0.15334449859141192,0.24170349168204017,0.6849394556628543,0.7509852040008643,0.2369454986135981,0.7711772919906521,0.9551100887437486,-0.8660700736602772,1.0,-0.34681548663448614,0.35842282895938565,-0.26973346795081754,-0.2531158390912568,-0.2320131002222909,-0.09006461386006144,0.06159932269849489,-0.05865062423066573,-0.25270278056629214,0.18910397122308673,-0.9220315646771884,-0.17660413014577733,-0.4875295588208503,-0.25508961030914223,-0.2524133270173176,-0.23589642080076034,-0.21898161349624795,-0.2250341235406913
Y22_CaratPerFaceArea,0.970888719303249,0.14113391456153357,0.1850379147466408,0.9804670864696755,0.9788760862735906,0.9932171138110873,0.97384150223686,0.9654905972623866,0.9800227849530813,0.16598741154110377,-0.07774938752961966,-0.13188369726613416,0.2855266793302961,0.9253304492246774,0.9186337107265061,0.03678864348557266,-0.09897865580829639,-0.16435299082603735,-0.036788643485572106,0.979994066723764,0.9846942526141277,0.9803055290996756,0.9932220388887674,0.9255394677407773,0.9245201845353204,-0.1342931779273409,-0.2375017869927323,-0.33450662973411166,-0.03891826775148573,-0.30892805017611125,-0.3584431562484749,0.30598059748994727,-0.34681548663448614,1.0,-0.9806278587531524,0.9887013867430402,0.1395263666567492,-0.015481336869477847,0.01735157728986237,-0.07890328886181942,0.07801609442733252,0.13931123761693173,-0.9399852698573146,0.3645065822395883,0.11633309321116558,0.27028630183485325,0.9749959542637581,0.9671557380618476,0.5700522353348519,0.9705935908874811,0.9834128709066142
Y22_FaceAreaPerCarat,-0.9185228520662844,-0.13080348936294167,-0.18526538072993748,-0.9642392657711931,-0.963411016033913,-0.9749510939452131,-0.9408264180158428,-0.9143420792958566,-0.9641506087761655,-0.15409734087123936,0.07075311909263125,0.12154568473029,-0.2710558168374081,-0.912866949590112,-0.9082043512052838,-0.025722976052756964,0.09002101516426349,0.15142966909779026,0.025722976052756273,-0.9641410765973851,-0.9682436638431279,-0.9642961935718776,-0.9749556245999554,-0.9136169755764919,-0.9126919743232829,0.12466949437554105,0.23959878711408197,0.32957431489592387,0.053862773910817105,0.3072369436255157,0.3630222594348767,-0.306637517375375,0.35842282895938565,-0.9806278587531524,1.0,-0.9531342342444369,-0.1280142642245291,0.010137674361383074,-0.009851478670315683,0.08373626464465411,-0.08271950822017467,-0.1279586950652711,0.9576614847539816,-0.3623041370897685,-0.10790664910163966,-0.2642474149594399,-0.9212452217670163,-0.9146817225509294,-0.5315425218238915,-0.9180228726117301,-0.9487222857024713
Y22_CaratPerMeanDimension,0.9945612761391693,0.0454724108252085,0.19092482717106127,0.99127661958539,0.9904056486640251,0.9916089721274799,0.9954217983840589,0.9926053682997393,0.9911752532931347,0.14821106972312834,-0.001043656441343422,-0.051219870175433446,0.26927531090849294,0.9551234218280737,0.9505601652455722,0.016731386391362957,-0.009300766784962892,-0.06970247493483665,-0.01673138639136206,0.9911659606466486,0.9928529422243338,0.9911810602046348,0.9916146502199029,0.955507298897921,0.9550568004257937,-0.04138313320593557,-0.1355678996631169,-0.23139997485536246,-0.09539355668493593,-0.19901058069697639,-0.26125585111541383,0.24005498607997647,-0.26973346795081754,0.9887013867430402,-0.9531342342444369,1.0,0.04424771870969689,-0.0026977739682157395,0.014923302761937388,-0.1267047674359212,0.12613402800654777,0.044180583564599314,-0.9431664236420906,0.26545117818117614,0.03005397037946405,0.21779585039347102,0.9940112800714732,0.991752827282368,0.5633432947048592,0.9930721646149763,0.9984774658610857
Y22_CalculatedDepthPct,0.03032775077154388,0.9511996940567718,-0.28784408862331706,-0.021721386756891888,-0.02426072936287648,0.10754645952434139,-0.0265480652007346,0.017118218874735094,-0.022962002300311913,0.047687129148494344,-0.8893243795186022,-0.893312123007431,0.0503429455648796,-0.22247211338381181,-0.23234533575078942,0.05854882957716716,-0.9763036951292331,-0.97693548165539,-0.0585488295771664,-0.022993981665901705,0.007929532205288414,-0.022112509101782866,0.10749717279490051,-0.22355343270256853,-0.22670762124648347,-0.9938303099902359,-0.7749420754044023,-0.7339973418598645,0.8781550888878493,-0.8076974265664797,-0.5142750486773148,0.15152462937014788,-0.2531158390912568,0.1395263666567492,-0.1280142642245291,0.04424771870969689,1.0,-0.29758436374669767,-0.07533285208103387,0.6506046830825234,-0.6533804566608494,0.9999531053268182,0.13587593047351956,0.5195558843622746,0.9555974830085736,0.29282022613684383,0.07257907067436377,0.010128991316421638,0.07199922604271528,0.05954423580962637,0.03511710872227685
Y22_DepthError,-0.0055677258384975855,0.011533961837387127,-0.003938089498880376,-0.0012040397536231737,-0.001933412514058381,-0.04163412459503388,-0.0010034902838067833,-0.015779265118876937,-0.00167471586728593,0.007688289572225188,0.5131916974162406,0.5044036293544025,-0.07324757261537485,0.061441465075114166,0.060920962181472214,-0.08144614888893434,0.3334704172084705,0.32070480380184085,0.0814461488889326,-0.0015679232455825434,-0.011072907032816513,-0.0027247397911526797,-0.04148120431281243,0.0578406966555517,0.057993566878006025,0.30017743887057546,0.06111160690287555,0.030893212010183076,-0.4147492608256878,0.048571297995057564,-0.12526991872098986,0.4429438479686719,-0.2320131002222909,-0.015481336869477847,0.010137674361383074,-0.0026977739682157395,-0.29758436374669767,1.0,0.18962579579351943,0.009007331907003332,-0.01046864864060874,-0.2963905721694999,-0.031854649026078555,0.13338609624352818,-0.41541997066538633,0.0024076334484130764,-0.004923323724749096,-0.00597361733060551,-0.07280859546965528,-0.015157788659619632,-0.00019409418942551354
Y22_AbsDepthError,0.010430935010515462,-0.017611765027033773,0.00030430575339817896,0.010197921575392234,0.008262689745128114,-0.0041710336154854285,0.008270873198134866,0.00044429586914253907,0.009461871287200198,0.05654785853608727,0.3916816371365761,0.37359265330185043,0.17754766407545552,0.03272927498879264,0.02786384283061355,0.18763915438014858,0.15151290789932215,0.13287569026320936,-0.18763915438014764,0.00923680520667077,0.006071616687826955,0.011964479681289612,-0.004324596186963419,0.03695683203970252,0.03535477558096036,0.14014699377171522,0.0022606127351370675,-0.01976871586149911,-0.1306333571545021,-0.009920886440834413,-0.06734665251877811,0.43721869599632396,-0.09006461386006144,0.01735157728986237,-0.009851478670315683,0.014923302761937388,-0.07533285208103387,0.18962579579351943,1.0,-0.00864660121846383,0.010553165548514811,-0.07742435563616666,-0.015611830574606127,0.15023164351683285,-0.3197499905883218,-0.009523429696763903,0.009626610437553982,0.010006059929227483,0.11946922596143361,-0.00019132851531033016,0.007126038926336006
Y22_DepthTableRatio,-0.1271570979168214,0.6843447306837954,-0.8998747735335025,-0.16266101107974684,-0.15969837015414615,-0.07624598090484432,-0.1604571650273526,-0.12796939080004616,-0.16124943314169954,-0.07775699400213526,-0.5486478420502319,-0.514591543076222,-0.09850068561066792,-0.2916387332256159,-0.2859555477705095,-0.06059079334899069,-0.6523194212327756,-0.608767130985057,0.060590793348991125,-0.1612376147171557,-0.1413375276936049,-0.16208038991388474,-0.0762470694860577,-0.29027778421987355,-0.28956866796139974,-0.6485900690036338,-0.4042091215422391,-0.310879934730053,0.6916269015732898,-0.3809650294804543,-0.12284211410230794,-0.05319773441701859,0.06159932269849489,-0.07890328886181942,0.08373626464465411,-0.1267047674359212,0.6506046830825234,0.009007331907003332,-0.00864660121846383,1.0,-0.9962091478734304,0.6509258371027814,0.2348911488384881,0.12180938836799741,0.6028302608157553,-0.4819663064461293,-0.09707646476566778,-0.1839964147674213,-0.1025216447163265,-0.09780566810752786,-0.11643829547998194
Y22_TableDepthRatio,0.12667620849706757,-0.687724359173671,0.8990920723150722,0.1626301337116964,0.1592922365756276,0.07548148815328602,0.16024248742122071,0.12748717837726686,0.16103231326316098,0.08408412377663652,0.5540053318919909,0.5176550580792176,0.10466197440153073,0.29275342082956507,0.28613335093786085,0.06650229630292286,0.6572163804794164,0.6110200078558784,-0.06650229630292245,0.1610197143478768,0.14098964450495707,0.16195805626055518,0.07548262111453335,0.29116162047486693,0.29023192531127645,0.6519633112308966,0.41131535588850415,0.3126784789458916,-0.6935946824767847,0.3856078928748286,0.12712752424206197,0.05121944795747995,-0.05865062423066573,0.07801609442733252,-0.08271950822017467,0.12613402800654777,-0.6533804566608494,-0.01046864864060874,0.010553165548514811,-0.9962091478734304,1.0,-0.6537068732016514,-0.23490353667333524,-0.12543614192285857,-0.6082170085273353,0.4770625026472389,0.09640416398083197,0.18374016226427606,0.10686447211710193,0.09710766961137218,0.11581506808982765
Y22_DepthToFaceDiagonal,0.03030235196638111,0.9515364337357421,-0.28806598742299727,-0.021799778724865174,-0.024174403017084633,0.10755020944742293,-0.026526167695817192,0.01714856071960459,-0.02296877125731992,0.04343819197514236,-0.8899834468855313,-0.8928676840896027,0.0436434116090853,-0.22267578764633866,-0.23213130614552785,0.051318312695447794,-0.9768925935824153,-0.9761721973460707,-0.05131831269544684,-0.022990310083496116,0.007933228227603395,-0.022211790802548127,0.1075009036025191,-0.22380993272095184,-0.226904322816204,-0.9947337647722407,-0.7756660801842262,-0.7326685292521404,0.8784771938742644,-0.8073231869339219,-0.513722166899226,0.14996382204347536,-0.25270278056629214,0.13931123761693173,-0.1279586950652711,0.044180583564599314,0.9999531053268182,-0.2963905721694999,-0.07742435563616666,0.6509258371027814,-0.6537068732016514,1.0,0.13585548931368555,0.5181560730593565,0.9563016818904698,0.29280534875177394,0.07256714212318172,0.01009026330497807,0.06599872281484824,0.0595889385477471,0.03516073096232055
Y22_DepthToFaceArea,-0.9145805725083178,0.13201833357359177,-0.22728177450210557,-0.9754304038418415,-0.9760539358868447,-0.9534574637428215,-0.9538797613373637,-0.9171244160834414,-0.9760541836645873,-0.12525192529558313,-0.148417709854287,-0.10329883324049298,-0.2540451633689174,-0.974628411493998,-0.9745022181993583,-0.004427335586277614,-0.1623789035062603,-0.10777220648576362,0.004427335586277156,-0.976059376624545,-0.9722566944816233,-0.9759017294402267,-0.9534692610474005,-0.9764439071378923,-0.9764624365961051,-0.13624810898878464,-0.020051143686766224,0.07541437505635602,0.23609818944420377,0.03200112515924671,0.13727899451035652,-0.17532299229804782,0.18910397122308673,-0.9399852698573146,0.9576614847539816,-0.9431664236420906,0.13587593047351956,-0.031854649026078555,-0.015611830574606127,0.2348911488384881,-0.23490353667333524,0.13585548931368555,1.0,-0.13995038792941117,0.1364232810589241,-0.14602411226329584,-0.9065868830400845,-0.9135763372424502,-0.5046499119910108,-0.9100490137372774,-0.9457237359290814
Y22_Compactness,0.23307583788552716,0.5872878380221477,0.18793807718779587,0.1969199133881127,0.18747296427503105,0.25908998773014674,0.18230276192470335,0.19498292545262758,0.19244632683056057,0.2308621421017575,-0.30623300396349756,-0.36859566091928203,0.19808911673582769,0.09277126633930936,0.06666193734517738,0.1584437755918972,-0.44699924726392737,-0.5279272176158751,-0.1584437755918968,0.19227616978863535,0.2084292453598178,0.19451462688838037,0.25911398191068447,0.08685634267805409,0.08307714461757787,-0.4936476004794522,-0.8136423640531005,-0.8844337532308272,0.055254828382136606,-0.9117898224480006,-0.9845160373819616,0.8680818166668911,-0.9220315646771884,0.3645065822395883,-0.3623041370897685,0.26545117818117614,0.5195558843622746,0.13338609624352818,0.15023164351683285,0.12180938836799741,-0.12543614192285857,0.5181560730593565,-0.13995038792941117,1.0,0.41009057617533085,0.5454242286641471,0.25965932387648527,0.23990702456452234,0.29966903500397485,0.22178925765776542,0.22117795401858711
Y22_VolumeToMeanCube,0.019331227550722873,0.8666064385183241,-0.2767684971465685,-0.028882685839174242,-0.029748397056221225,0.09680688324572813,-0.032141788068158844,0.011464474049447788,-0.02937658602977332,0.006657362429558208,-0.9733213327692484,-0.9659678121067609,-0.018432189499490798,-0.22389026855676,-0.22933157579775193,-0.013085458206583349,-0.9631783201372244,-0.9500290651173503,0.013085458206584561,-0.029323545062688805,0.0005439461527781038,-0.02948022065400922,0.09678869090069753,-0.22544861033760386,-0.22764939102270149,-0.9713596426327816,-0.7120341820748693,-0.6551733437558136,0.8754436613474766,-0.7313495931245757,-0.43101101396171193,-0.03865326496672122,-0.17660413014577733,0.11633309321116558,-0.10790664910163966,0.03005397037946405,0.9555974830085736,-0.41541997066538633,-0.3197499905883218,0.6028302608157553,-0.6082170085273353,0.9563016818904698,0.1364232810589241,0.41009057617533085,1.0,0.2528707063364231,0.0577055032813754,0.0002708364779987014,0.0125330074342981,0.04999213282107358,0.024088662360616832
Y22_DepthTimesTable,0.19977986953631902,0.30747361671593393,0.8133425011028413,0.1824589012108978,0.17496167764469442,0.21637121730758052,0.17349348120552885,0.1802038092415062,0.17879640880797146,0.16653585097750326,-0.20214198986819032,-0.25578776938367453,0.16560336423833252,0.12299636343336688,0.10257767072548989,0.12351935989012691,-0.24619080862576406,-0.30964525058417836,-0.12351935989012726,0.17878210626762708,0.18798243572029233,0.1805836913751657,0.21637005982104981,0.11837234733455386,0.1134372653988675,-0.28653470426802086,-0.42148543071999345,-0.5052473804749115,0.04102071691523251,-0.4987148336196372,-0.5338332819103653,0.43147012000008583,-0.4875295588208503,0.27028630183485325,-0.2642474149594399,0.21779585039347102,0.29282022613684383,0.0024076334484130764,-0.009523429696763903,-0.4819663064461293,0.4770625026472389,0.29280534875177394,-0.14602411226329584,0.5454242286641471,0.2528707063364231,1.0,0.21384716488535274,0.24892738183049615,0.19713022265348912,0.19437303023111263,0.1938104446379485
Y22_CaratTimesDepth,0.9987133279507763,0.07442689468936727,0.16929318434455154,0.9740133416695326,0.9730359378697019,0.9785703416798828,0.9876884887655935,0.9966872447705517,0.9738484157827263,0.1438849690116005,-0.02702949478493643,-0.07565486576120882,0.26056549750751024,0.9318906660905751,0.9269862243020458,0.012081215652656758,-0.03809139236524701,-0.09635733633125099,-0.012081215652655955,0.973844008720631,0.9765192175137749,0.973797427593422,0.9785755124190751,0.9319590217452886,0.9315204317174487,-0.07015098250458902,-0.14585144169986072,-0.23821069429734298,-0.059330939940251765,-0.2080872737585218,-0.2557310237348163,0.22543315054461557,-0.25508961030914223,0.9749959542637581,-0.9212452217670163,0.9940112800714732,0.07257907067436377,-0.004923323724749096,0.009626610437553982,-0.09707646476566778,0.09640416398083197,0.07256714212318172,-0.9065868830400845,0.25965932387648527,0.0577055032813754,0.21384716488535274,1.0,0.9947656428977534,0.5616242749806154,0.9989919284384882,0.9931364984182584
Y22_CaratTimesTable,0.9972487036650209,0.008678162246895958,0.24463936889109686,0.9754741895694401,0.9742367229532768,0.9709860789844595,0.9896663690942914,0.9955375266374084,0.9751807485334177,0.14833267198443606,0.024783862463997566,-0.02612102239832647,0.26497546632330027,0.9474112770333668,0.9420761043189476,0.015969783400653748,0.02377657974138487,-0.03742654636258967,-0.01596978340065277,0.9751757281410732,0.9757384632600383,0.9751913613938896,0.9709912560380713,0.9473118328000386,0.9468637548859888,-0.008013878472972887,-0.10300761373237016,-0.20250961025894507,-0.12117411801360192,-0.16616646053549516,-0.23605870779242377,0.22294007205242433,-0.2524133270173176,0.9671557380618476,-0.9146817225509294,0.991752827282368,0.010128991316421638,-0.00597361733060551,0.010006059929227483,-0.1839964147674213,0.18374016226427606,0.01009026330497807,-0.9135763372424502,0.23990702456452234,0.0002708364779987014,0.24892738183049615,0.9947656428977534,1.0,0.5636113508743869,0.9940577136248483,0.9900053852023638
Y22_CaratTimesXYAsymmetry,0.5602876138770074,0.05187774633020847,0.1670696596281979,0.5517037099280356,0.5355629928944912,0.5501645609161194,0.5488462566722629,0.553055699723629,0.5445171515133415,0.43791180631520826,0.01638874470489773,-0.10719747231611747,0.8905739100444937,0.5342720618118536,0.4918870208281496,0.7542192879993879,0.007190370196808388,-0.14768362760003606,-0.7542192879993923,0.543839802135309,0.5462078169268231,0.5552620722087105,0.5501678050040129,0.5436047805984638,0.5271698274403519,-0.01016334855697794,-0.05920271148323687,-0.299635201267433,-0.06009817373205606,-0.19818252001783862,-0.2451083164767251,0.2774421833614295,-0.23589642080076034,0.5700522353348519,-0.5315425218238915,0.5633432947048592,0.07199922604271528,-0.07280859546965528,0.11946922596143361,-0.1025216447163265,0.10686447211710193,0.06599872281484824,-0.5046499119910108,0.29966903500397485,0.0125330074342981,0.19713022265348912,0.5616242749806154,0.5636113508743869,1.0,0.5548367977775394,0.5523700894091377
Y22_VolumeTimesDepth,0.9987308895695483,0.057466431868981024,0.16011533573607348,0.9762570292425344,0.9756669113060761,0.9791321534509124,0.9903263239039811,0.9987136393066759,0.9762790248240506,0.13626571979304986,-0.02321371611218908,-0.06979842724047833,0.2551853557454668,0.9366815004601678,0.9328000999012407,0.005867834216463635,-0.02788292349598618,-0.08343161855599054,-0.005867834216462627,0.9762814363179554,0.9785156963873085,0.9761423412933231,0.9791361435948014,0.937005041478411,0.936711182024448,-0.058333886419327734,-0.11805863041791868,-0.2082813654866615,-0.05392343943671495,-0.1770996901603903,-0.21912780006911928,0.18868732948271857,-0.21898161349624795,0.9705935908874811,-0.9180228726117301,0.9930721646149763,0.05954423580962637,-0.015157788659619632,-0.00019132851531033016,-0.09780566810752786,0.09710766961137218,0.0595889385477471,-0.9100490137372774,0.22178925765776542,0.04999213282107358,0.19437303023111263,0.9989919284384882,0.9940577136248483,0.5548367977775394,1.0,0.9944409450023213
Y22_FaceAreaTimesDepth,0.9942200946612567,0.03671838722000122,0.17221799970758622,0.9929715151735818,0.9926442892811163,0.9922743205568417,0.9976266049031758,0.9945012740823841,0.9931295156361369,0.13688383119281639,0.002634496709825724,-0.04447567776661403,0.2603644742609902,0.958365080232182,0.9552092224869709,0.006760920752642326,-0.002937897749165379,-0.05921874294952036,-0.006760920752641375,0.9931323903096064,0.9945139335332804,0.993002498661068,0.9922795655918591,0.9590688737370046,0.9587783559205808,-0.03362723082454586,-0.10609430801496571,-0.19804290721823112,-0.08169557322361574,-0.16524251588999792,-0.21799988452681016,0.19952390627895672,-0.2250341235406913,0.9834128709066142,-0.9487222857024713,0.9984774658610857,0.03511710872227685,-0.00019409418942551354,0.007126038926336006,-0.11643829547998194,0.11581506808982765,0.03516073096232055,-0.9457237359290814,0.22117795401858711,0.024088662360616832,0.1938104446379485,0.9931364984182584,0.9900053852023638,0.5523700894091377,0.9944409450023213,1.0
